Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Sudan,SSD,29.935,30.948,46.028,51.545,54.812,54.94,55.865,55.751,54.973,55.566,55.544,55.309
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Spain,ESP,76.8375609756098,77.9807317073171,78.9658536585366,80.1707317073171,81.6268292682927,82.4756097560976,82.4268292682927,83.0780487804878,83.2292682926829,82.8317073170732,83.3292682926829,83.2829268292683
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sri Lanka,LKA,71.927,72.26,70.355,72.118,73.215,73.38,73.906,74.239,74.651,74.927,75.331,75.403
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Lucia,LCA,70.326,71.002,70.768,72.245,72.72,72.944,72.882,72.735,72.864,73.138,73.112,73.127
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Martin (French part),MAF,74.463,75.821,76.663,77.555,78.406,78.827,79.022,78.908,79.966,79.309,79.475,78.59
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,St. Vincent and the Grenadines,VCT,72.38,72.097,71.377,73.516,74.718,74.596,74.146,73.798,74.473,74.407,74.28,74.305
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sudan,SDN,49.732,51.991,58.319,57.279,63.016,63.246,63.792,63.678,64.269,64.659,64.78,65.445
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Suriname,SUR,64.23,65.337,65.508,67.002,69.894,69.914,69.764,69.682,69.782,70.8,71.592,72.417
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sweden,SWE,77.5368292682927,78.7404878048781,79.6439024390244,80.5463414634146,81.4512195121951,81.8024390243903,81.7048780487805,81.9560975609756,82.2536585365854,82.2048780487805,82.3073170731707,82.409756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Switzerland,CHE,77.2424390243902,78.4170731707317,79.6804878048781,81.2365853658537,82.2463414634147,82.6951219512195,82.6975609756098,82.7975609756098,83.1975609756098,82.8975609756098,83.6024390243903,83.5512195121951
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Syrian Arab Republic,SYR,69.817,70.416,70.764,72.769,73.881,73.305,66.769,63.827,63.153,65.124,65.993,68.481
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tajikistan,TJK,61.879,59.338,63.26,66.514,67.742,68.148,68.484,68.885,69.069,69.306,69.549,69.905
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tanzania,TZA,51.485,50.786,52.362,56.299,60.105,61.049,62.03,62.96,63.873,64.651,65.386,65.999
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Thailand,THA,70.445,70.948,72.316,73.82,76.131,76.421,76.772,77.083,77.415,77.717,78.049,78.394
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Timor-Leste,TLS,44.953,48.024,58.568,62.328,65.304,65.697,66.081,66.44,66.787,67.137,67.446,67.745
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Togo,TGO,54.37,54.037,54.742,55.962,57.304,57.925,58.073,58.684,58.853,59.396,59.55,60.154
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tonga,TON,67.294,68.17,68.978,69.768,70.323,70.381,70.442,70.505,70.54,70.607,70.661,70.713
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Trinidad and Tobago,TTO,68.272,69.17,69.102,71.308,72.725,73.278,73.716,73.962,74.215,74.503,74.281,74.23
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tunisia,TUN,70.11,71.988,73.69,74.764,75.421,75.46,75.55,75.65,75.65,75.692,75.786,75.845
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkiye,TUR,67.709,69.609,71.861,73.534,75.069,74.941,75.678,76.297,76.565,76.646,76.66,77.141
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turkmenistan,TKM,63.939,63.684,65.026,66.068,68.293,68.567,68.722,68.74,68.614,68.782,68.777,68.916
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Turks and Caicos Islands,TCA,69.001,68.308,73.575,77.148,76.243,76.195,77.037,77.018,77.135,76.912,76.864,76.702
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Tuvalu,TUV,61.661,63.098,63.499,63.836,63.978,63.974,63.964,64.008,64.025,64.06,64.108,64.148
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uganda,UGA,46.443,46.567,48.342,52.976,57.055,57.965,58.817,59.763,60.408,61.086,61.648,62.115
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ukraine,UKR,70.0975609756098,66.7419512195122,67.6756097560976,67.9568292682927,70.2653658536586,70.8092682926829,70.9441463414634,71.159512195122,71.1865853658537,71.189512195122,71.4763414634146,71.7809756097561
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Arab Emirates,ARE,71.9,72.695,74.38,76.683,78.334,78.517,78.716,78.853,79.044,79.223,79.335,79.504
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United Kingdom,GBR,75.8804878048781,76.8365853658537,77.7414634146342,79.0487804878049,80.4024390243902,80.9512195121951,80.9048780487805,81.0048780487805,81.3048780487805,80.9560975609756,81.1560975609756,81.2560975609756
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,United States,USA,75.2146341463415,75.6219512195122,76.6365853658537,77.4878048780488,78.5414634146342,78.6414634146341,78.7414634146342,78.7414634146342,78.8414634146341,78.690243902439,78.5390243902439,78.5390243902439
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uruguay,URY,73.162,73.896,75.025,76.194,76.858,76.983,77.111,77.24,77.366,77.483,77.571,77.625
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Uzbekistan,UZB,65.346,64.646,65.724,67.49,69.235,69.649,69.874,69.99,70.234,70.475,70.755,71.01
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vanuatu,VUT,66.675,67.885,68.966,69.39,69.617,69.551,69.497,69.534,69.465,69.513,69.65,69.71
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Venezuela, RB",VEN,71.532,72.143,72.478,72.782,72.89,72.913,73.036,73.196,72.853,73.006,72.058,71.943
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Vietnam,VNM,69.213,71.384,72.462,73.271,73.513,73.692,73.704,73.775,73.855,73.876,73.938,73.963
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Virgin Islands (U.S.),VIR,71.2504634146341,72.0099756097561,76.619512195122,77.4219512195122,77.8658536585366,78.3170731707317,78.5170731707317,78.7170731707317,78.8682926829268,79.0170731707317,79.1682926829268,79.3682926829268
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,West Bank and Gaza,PSE,67.934,69.662,70.388,72.067,73.004,73.243,73.466,74.029,72.622,74.406,74.554,74.833
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Yemen, Rep.",YEM,58.699,60.453,62.588,65.543,67.28,67.419,67.343,67.545,67.384,65.873,66.064,65.957
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zambia,ZMB,47.926,45.553,45.231,50.659,56.799,57.771,58.867,59.878,60.699,61.208,61.794,62.12
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Zimbabwe,ZWE,59.426,50.531,44.686,44.768,50.652,53.347,55.626,57.458,58.846,59.591,60.306,60.709
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Africa Eastern and Southern,AFE,50.6077275337211,51.0019252899341,51.9644813247726,54.2196508058581,58.4111497501441,59.2932713889337,60.0507802468673,60.709863140516,61.337911447657,61.8564524336049,62.4440448894169,62.9223846035263
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Africa Western and Central,AFW,48.6500033905016,48.7837728532269,50.221953875359,52.3445512272646,54.550169165108,55.0131378935872,55.3405609869972,55.673405514134,55.9222289908432,56.1958723463673,56.5816784850503,56.888445830282
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Arab World,ARB,62.9279670329527,65.3497833303777,67.2973312552373,68.1626821796793,70.0412535714543,70.2615198130023,70.1804605984523,70.1965137101307,70.4926288711295,70.7582222288211,70.9430622781923,71.4295960025113
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Caribbean small states,CSS,69.4554833471453,69.6048129410806,69.5755438666278,70.4579949689513,72.028519789294,72.3905236238737,72.6681296185622,72.7670098838944,72.72436450457,72.660938484734,72.58985680881,72.6556883280453
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Central Europe and the Baltics,CEB,70.6563313372586,71.0254214282891,72.719724722779,73.8449951359211,75.2939657786314,75.8884748834282,75.9934886034531,76.3551629869808,76.6756236113045,76.5718777647788,76.9698114171911,76.9474426395729
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Early-demographic dividend,EAR,60.8275467680032,62.5673205783796,64.4992570826455,66.1915034839954,67.8661031408664,68.2916591337467,68.6727877940832,69.066326855253,69.4871005754351,69.8742623697907,70.2198833618588,70.5420565547556
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific,EAS,68.2703840444406,69.9229127170685,71.5526867881704,73.4379270781757,74.7343153672567,74.9712061946878,75.2296634691196,75.4794613147134,75.731536971064,75.9488318410236,76.1381488981134,76.212291215835
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific (excluding high income),EAP,67.1367306140409,68.915346459883,70.5648943161561,72.5556171344471,73.8764618060214,74.1473253353467,74.3960602356806,74.6450309789606,74.9035481589618,75.1233074764099,75.3221268468603,75.386163388724
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,East Asia & Pacific (IDA & IBRD countries),TEA,67.0962833408929,69.0213521742586,70.6925907921247,72.5977103193518,73.9203576886284,74.1874127998898,74.4309438082646,74.6742106472553,74.9280799587024,75.152494055672,75.3534590678359,75.4160599170928
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Euro area,EMU,75.8674113283207,76.94826725877,78.2708354495098,79.4246150402461,80.7475121757345,81.2340243443867,81.2280947420086,81.5136267906737,81.944915915146,81.5712888246472,81.9563383126483,81.934533072359
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia,ECS,72.2440733968667,71.7962685434349,73.1320978054721,74.1946292992819,75.9863401298776,76.4585634005608,76.6431998484555,76.9860493522394,77.2964507938799,77.2313232302049,77.5651496181553,77.7786266109075
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia (excluding high income),ECA,68.5827442448891,66.1953786929925,67.6033710320653,68.3823219019124,70.7670247830119,71.2187153266866,71.6521714741502,72.1046427684846,72.3086392341267,72.5877307625611,72.8986354044628,73.4079161270396
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Europe & Central Asia (IDA & IBRD countries),TEC,68.8966618165099,66.9469645448019,68.379542167384,69.2018594416428,71.4178120547347,71.8869177825838,72.2616843844611,72.6995608977633,72.9182205330539,73.1398854461593,73.4575763801701,73.8891983743267
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,European Union,EUU,74.6973268751305,75.6712437555643,77.0753168840645,78.2714286678124,79.6300337124674,80.1387421492485,80.1576594861261,80.4647937689601,80.8719823965856,80.5684394242096,80.9512974807301,80.9325986173981
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Fragile and conflict affected situations,FCS,53.2947098731796,53.9956541998426,55.503343302546,57.0517009642333,59.3052898357327,59.9640522553333,60.1643705254942,60.4637796991231,60.7077162927186,61.0120470695535,61.28976699597,61.6542512200114
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Heavily indebted poor countries (HIPC),HPC,49.2102059169223,50.6678357081371,52.6617541209546,55.4083228176931,58.577688567925,59.4752203982531,60.0780176229233,60.6445607537013,61.1470730930553,61.6125477293904,62.1619619402239,62.5497604688077
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,High income,HIC,75.271112852696,76.1291880994439,77.4593700108977,78.5802188012294,79.7666699670993,80.0393318803972,80.1592197362658,80.3522867047258,80.607740649221,80.4941490273611,80.6498124448056,80.6916378375099
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IBRD only,IBD,65.2180320061703,66.6488107482089,68.2515617075367,69.9336002851698,71.4605265444788,71.8025089461296,72.1502763758755,72.5004372780455,72.8582498176664,73.1587659186947,73.4271860837038,73.6491751204839
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA & IBRD total,IBT,62.8480110365265,64.0679149054854,65.7044829296268,67.321582149073,68.9002213996155,69.2693099952233,69.5855340950091,69.9111330297946,70.2371909395979,70.5246983083034,70.8064958177654,71.0440381580209
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA blend,IDB,55.3545786123363,54.4498669088334,55.7768836984665,57.0607811156784,59.0771611886403,59.4603141541504,59.6510589081516,59.9584093204181,60.1266612653261,60.359095556174,60.5623624016856,60.8762641732765
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA only,IDX,52.0613388547137,53.9016078367417,56.7187074630111,59.0785813560259,61.5710919512348,62.230025346924,62.6070401123863,62.9568637131187,63.3436056812778,63.7302292038573,64.2504890203831,64.6624471996816
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,IDA total,IDA,53.1657081111415,54.0859327445214,56.3996532471238,58.394810588252,60.7235020627334,61.2880049861183,61.6020657561405,61.9380291366648,62.2514652548852,62.5875892742434,63.003625202242,63.385653426184
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Late-demographic dividend,LTE,68.2455161191067,69.4002535126495,71.0786748491683,73.0314780242272,74.6153739804093,74.9493923561894,75.226664263909,75.5213317066979,75.7908654534707,76.0131449870926,76.2581617138085,76.4003640305615
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean,LCN,67.8223828668664,69.5173347478399,71.2277140455716,72.7144313638938,73.3859267325602,73.8721676033106,74.0978531145143,74.3472944102357,74.551521677167,74.6129454814571,74.5800541435534,74.734493753292
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & Caribbean (excluding high income),LAC,67.3523086065451,69.1180976376956,70.8958518193468,72.4617479009951,73.1708311791752,73.6854941781702,73.9288549601651,74.182560407855,74.4202335743916,74.4645177378967,74.4641124497848,74.6357134745378
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latin America & the Caribbean (IDA & IBRD countries),TLA,67.6103081422698,69.3548404596955,71.0788476175677,72.5894578587502,73.2682815845748,73.7654260061304,73.9961916776076,74.2506528608022,74.4605544337682,74.5221315189348,74.4886847637685,74.6563800397882
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Least developed countries: UN classification,LDC,50.7024031175748,52.8058547017889,55.7928018136001,58.3467202621855,60.966303977973,61.6860592480371,62.2606485016611,62.7039466809435,63.1234003576263,63.4957831265039,64.0195864491196,64.4144671749539
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Low & middle income,LMY,62.7087403790532,63.8960716117706,65.5359730562992,67.2037361906814,68.7976947560962,69.1666654020837,69.4899126975291,69.8181255353331,70.1484136140942,70.4401346229753,70.7259774145174,70.9679853843642
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Low income,LIC,49.5949095896685,50.7003283167707,53.0024900464379,56.214294221253,59.5920032932417,60.1763612703187,60.4536861282155,60.8409799396602,61.2301214498336,61.6184771279014,62.1372542781892,62.5433140778462
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lower middle income,LMC,59.6401856310926,61.0455817470238,62.8981669467706,64.6388900595843,66.2316810895531,66.6496521359286,67.0279039612872,67.4154331692241,67.8283834976265,68.2001551147756,68.5564558759308,68.8624325798877
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa,MEA,65.0632720470454,67.6074566024281,69.2821780682104,70.6309307908833,72.1063833194012,72.3722852310438,72.2846780246288,72.3442426683639,72.6238633901154,72.8895160840123,73.1525218426913,73.6097428540992
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa (excluding high income),MNA,64.3512466818316,66.9661972240301,68.6414974738103,69.9073718191941,71.2768418587679,71.5228584581609,71.3776471462326,71.4057468128264,71.7027790275536,71.9861891242774,72.2564883768439,72.7670011397562
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle East & North Africa (IDA & IBRD countries),TMN,64.3200057350326,66.9399820546723,68.6233338932417,69.8841373211559,71.2575818425093,71.503547867921,71.3540519418564,71.3759772152023,71.6923140703475,71.9585514664059,72.2301322796325,72.7432285455686
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Middle income,MIC,63.7174686980617,64.9728396363142,66.6239113574376,68.2355320194695,69.74001759309,70.1020242300929,70.4443168219645,70.7788091914377,71.1150456171351,71.4093594080205,71.6839098646916,71.9225502277337
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North America,NAC,75.4350452733174,75.860600246286,76.8819963377772,77.7540822503293,78.8094555298644,78.9205589068046,79.0314779893629,79.0422100128331,79.1380829122827,79.012114325868,78.8773349028289,78.8790919678033
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,OECD members,OED,74.6026807284712,75.5476838597268,76.9156553170191,78.0108264403748,79.0898873608228,79.3181000634578,79.4727179754032,79.6698150949944,79.9168920094355,79.792488798745,79.901821935727,79.930762637575
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Other small states,OSS,62.0460773982409,61.2643943858717,60.4329368443966,61.2016747434978,64.5529603710142,65.0753359087981,65.6322237053785,66.2120397726403,66.7095372644358,67.2887714569841,67.9054900792517,68.3772071490802
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pacific island small states,PSS,65.82165186348,66.8714247101872,67.4004523833956,67.9871623560939,68.5605375630181,68.6937784628126,68.7533246976301,68.7754540269779,68.7835881139375,68.6915548807775,68.9538062827489,69.2436487090441
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Post-demographic dividend,PST,75.4669134559902,76.061237827372,77.348474476912,78.4253551257895,79.6819722105754,79.9482836227139,80.0823723412389,80.2603513667636,80.5163044941502,80.3841180149541,80.5384973418137,80.5850349461617
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pre-demographic dividend,PRE,48.728726211776,49.7163254615743,51.4739360006522,53.9397791722359,56.8119682833244,57.3871065174694,57.8697927005393,58.3300592913712,58.7521965415578,59.1193712621413,59.5239150627753,59.9506113469282
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Small states,SST,64.0328014722207,63.5155416192235,62.882334580695,63.5670227594772,66.2472407202709,66.6991756798552,67.1568273538205,67.5957801920731,67.9460178469581,68.3510733572772,68.8093375695579,69.1878151706305
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia,SAS,58.5616672967409,60.4582982352674,62.8929726964929,64.9156958515493,66.7494102268344,67.1407285629299,67.6298429069426,68.1194693436966,68.6366684220052,69.1425888809621,69.6088639890302,69.9791020756437
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,South Asia (IDA & IBRD),TSA,58.5616672967409,60.4582982352674,62.8929726964929,64.9156958515493,66.7494102268344,67.14072856293,67.6298429069426,68.1194693436966,68.6366684220052,69.1425888809621,69.6088639890302,69.9791020756437
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa,SSF,49.824307633488,50.1141740715954,51.2645448028029,53.4621950485481,56.8473656890804,57.5586106850985,58.1410132486788,58.6680386013851,59.1426540000299,59.5629776824937,60.0690208848049,60.4771348418398
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (excluding high income),SSA,49.821847519093,50.1113154401014,51.2619441016462,53.4601779317098,56.8456972290726,57.5571440641248,58.139480025035,58.6666774633961,59.1413426903108,59.5616131621504,60.0677195424725,60.4758894589022
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sub-Saharan Africa (IDA & IBRD countries),TSS,49.8243076334879,50.1141740715954,51.2645448028029,53.4621950485481,56.8473656890804,57.5586106850984,58.1410132486788,58.6680386013851,59.1426540000299,59.5629776824937,60.0690208848049,60.4771348418398
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Upper middle income,UMC,68.0000088986994,69.2705579792345,70.870128710238,72.5380082760974,74.1292304363598,74.4584329272049,74.7865801210639,75.0825239341363,75.348252685321,75.5702204534482,75.7670698844994,75.9454483117403
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,World,WLD,65.1808796624838,66.2083677233336,67.7000539909611,69.1983927865475,70.6706171214748,71.0078570150227,71.2840693211947,71.5774122240715,71.8814539452704,72.0955006895748,72.3452214183265,72.5430440656125
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 12/22/2022,,,,,,,,,,,,,,,
